,location,total_sqft,bath,price,bhk
6814,Uttarahalli,661.0,1.0,36.0,1
6815,Uttarahalli,1134.0,2.0,45.36,2
6817,Uttarahalli,1320.0,2.0,55.44,3
6818,Uttarahalli,1390.0,2.0,61.16,3
6819,Uttarahalli,1090.0,2.0,45.0,2
6820,Uttarahalli,1050.0,2.0,42.0,2
6821,Uttarahalli,1123.0,2.0,48.0,2
6822,Uttarahalli,1329.0,2.0,56.0,3
6823,Uttarahalli,938.0,2.0,35.0,2
6826,Uttarahalli,1100.0,1.0,45.0,2
6827,Uttarahalli,1125.0,2.0,47.0,2
6829,Uttarahalli,1685.0,3.0,85.0,3
6830,Uttarahalli,1390.0,2.0,62.55,3
6832,Uttarahalli,1180.0,2.0,41.3,2
6833,Uttarahalli,1380.0,2.0,42.0,2
6834,Uttarahalli,1737.0,2.0,95.0,3
6836,Uttarahalli,1160.0,2.0,45.0,2
6837,Uttarahalli,1280.0,2.0,60.0,3
6839,Uttarahalli,1190.0,2.0,53.55,2
6840,Uttarahalli,1330.0,2.0,57.0,3
6841,Uttarahalli,1560.0,3.0,74.0,3
6843,Uttarahalli,1125.0,2.0,48.0,2
6844,Uttarahalli,1320.0,2.0,55.44,3
6846,Uttarahalli,1160.0,2.0,40.6,2
6848,Uttarahalli,1065.0,2.0,42.59,2
6849,Uttarahalli,1075.0,2.0,46.76,2
6850,Uttarahalli,1155.0,2.0,40.6,2
6853,Uttarahalli,1215.0,2.0,52.85,3
6855,Uttarahalli,1180.0,2.0,41.3,2
6858,Uttarahalli,1002.0,2.0,40.08,2
6859,Uttarahalli,1002.0,2.0,40.08,2
6860,Uttarahalli,1075.0,2.0,40.0,2
6862,Uttarahalli,1155.0,2.0,40.43,2
6864,Uttarahalli,1025.0,2.0,35.88,2
6865,Uttarahalli,1125.0,2.0,47.65,2
6866,Uttarahalli,1300.0,2.0,55.0,2
6867,Uttarahalli,1025.0,2.0,35.88,2
6868,Uttarahalli,980.0,2.0,45.0,2
6869,Uttarahalli,1125.0,2.0,47.0,2
6874,Uttarahalli,1175.0,2.0,47.0,2
6877,Uttarahalli,1525.0,2.0,62.82,3
6878,Uttarahalli,1265.0,2.0,65.0,3
6881,Uttarahalli,1213.0,2.0,48.0,2
6883,Uttarahalli,900.0,2.0,35.0,2
6884,Uttarahalli,1065.0,2.0,42.6,2
6887,Uttarahalli,1125.0,2.0,47.0,2
6888,Uttarahalli,1270.0,2.0,55.25,3
6889,Uttarahalli,1270.0,2.0,55.25,3
6890,Uttarahalli,1107.0,2.0,45.0,2
6891,Uttarahalli,1200.0,2.0,55.0,2
6893,Uttarahalli,1460.0,3.0,76.0,3
6894,Uttarahalli,1500.0,3.0,68.0,3
6895,Uttarahalli,1120.0,2.0,50.0,2
6896,Uttarahalli,1150.0,2.0,46.0,2
6897,Uttarahalli,1330.0,2.0,58.0,3
6899,Uttarahalli,1050.0,2.0,42.0,2
6900,Uttarahalli,1125.0,2.0,48.0,2
6902,Uttarahalli,1345.0,2.0,57.0,3
6903,Uttarahalli,1345.0,2.0,57.0,3
6905,Uttarahalli,1000.0,2.0,52.0,2
6906,Uttarahalli,1037.0,2.0,36.0,2
6908,Uttarahalli,1000.0,2.0,39.5,2
6909,Uttarahalli,1125.0,1.0,45.0,2
6911,Uttarahalli,1160.0,2.0,40.58,2
6912,Uttarahalli,1123.0,2.0,60.0,2
6914,Uttarahalli,1000.0,2.0,35.0,2
6915,Uttarahalli,1330.0,2.0,57.0,3
6916,Uttarahalli,1125.0,2.0,47.0,2
6917,Uttarahalli,1165.0,1.0,42.09,2
6918,Uttarahalli,1260.0,2.0,55.0,2
6919,Uttarahalli,1284.0,2.0,53.36,2
6920,Uttarahalli,1150.0,2.0,45.99,2
6922,Uttarahalli,1290.0,2.0,56.12,3
6923,Uttarahalli,1328.0,2.0,56.0,3
6924,Uttarahalli,1040.0,2.0,36.4,2
6925,Uttarahalli,1290.0,2.0,56.12,3
6927,Uttarahalli,1075.0,2.0,46.76,2
6928,Uttarahalli,1345.0,2.0,57.0,3
6929,Varthur,1160.0,2.0,44.0,2
6930,Varthur,1385.0,2.0,80.0,2
6932,Varthur,1024.0,2.0,42.0,2
6933,Varthur,1125.0,2.0,40.0,2
6934,Varthur,1112.0,2.0,40.0,2
6935,Varthur,1055.0,2.0,45.35,2
6936,Varthur,1280.0,2.0,65.0,2
6937,Varthur,977.0,2.0,36.0,2
6938,Varthur,1250.0,3.0,71.0,3
6939,Varthur,1200.0,3.0,67.75,3
6940,Varthur,1111.0,2.0,41.88,2
6941,Varthur,1140.0,2.0,55.5,2
6942,Varthur,1012.0,2.0,59.0,2
6943,Varthur,1140.0,2.0,39.9,2
6944,Varthur,1090.0,2.0,48.0,2
6945,Varthur,1450.0,3.0,71.0,3
6946,Varthur,1210.0,2.0,60.0,2
6947,Varthur,1070.0,2.0,46.0,2
6948,Varthur,1360.0,2.0,85.0,3
6949,Varthur,965.0,2.0,34.0,2
6950,Varthur,1120.0,2.0,44.24,2
6951,Varthur,1395.0,2.0,79.0,3
6952,Varthur,1085.0,2.0,45.0,2
6953,Varthur,1250.0,2.0,47.0,2
6954,Varthur,1200.0,3.0,68.38,3
6956,Varthur,1155.0,2.0,60.0,2
6957,Varthur,1035.0,2.0,60.0,2
6958,Varthur,1155.0,2.0,39.0,2
6959,Varthur,1180.0,2.0,55.0,2
6961,Varthur,1738.0,2.0,57.35,2
6962,Varthur,1045.0,2.0,40.65,2
6963,Varthur,1155.0,2.0,39.0,2
6965,Varthur,1210.0,2.0,64.15,2
6967,Varthur,1105.0,2.0,38.0,2
6968,Varthur,1560.0,3.0,90.0,3
6969,Varthur,1760.0,2.0,85.0,2
6970,Varthur,1210.0,2.0,54.0,2
6971,Varthur,1112.0,2.0,40.0,2
6973,Varthur,1000.0,1.0,65.0,2
6975,Varthur Road,2760.0,4.0,155.0,4
6976,Varthur Road,1277.0,2.0,59.0,2
6977,Varthur Road,1247.0,2.0,58.0,3
6978,Varthur Road,1050.0,2.0,42.7,2
6979,Varthur Road,1255.0,2.0,52.76,2
6980,Varthur Road,1140.0,2.0,49.11,2
6981,Vasanthapura,1022.0,2.0,40.0,2
6982,Vasanthapura,1135.0,2.0,39.73,2
6983,Vasanthapura,995.0,2.0,34.82,2
6984,Vasanthapura,995.0,2.0,34.82,2
6985,Vasanthapura,1037.0,2.0,36.28,2
6986,Vasanthapura,978.0,2.0,34.22,2
6987,Vasanthapura,1037.0,2.0,36.28,2
6988,Vidyaranyapura,1440.0,2.0,95.0,2
6989,Vidyaranyapura,1062.0,2.0,38.0,2
6990,Vidyaranyapura,1200.0,2.0,55.0,2
6991,Vidyaranyapura,1200.0,4.0,90.0,4
6993,Vidyaranyapura,1060.0,2.0,55.0,2
6994,Vidyaranyapura,1100.0,2.0,54.0,2
6995,Vidyaranyapura,1440.0,2.0,70.0,3
6996,Vidyaranyapura,1100.0,2.0,54.0,2
6997,Vidyaranyapura,1000.0,2.0,35.0,2
6999,Vidyaranyapura,1120.0,2.0,70.0,2
7000,Vidyaranyapura,945.0,2.0,40.0,2
7001,Vidyaranyapura,1100.0,2.0,54.0,2
7002,Vidyaranyapura,1200.0,2.0,65.0,3
7003,Vidyaranyapura,1200.0,2.0,52.0,2
7004,Vidyaranyapura,1050.0,2.0,50.0,2
7005,Vidyaranyapura,1188.0,2.0,50.0,2
7006,Vidyaranyapura,1100.0,2.0,75.0,3
7007,Vidyaranyapura,1100.0,2.0,72.0,3
7008,Vidyaranyapura,2400.0,5.0,135.0,4
7009,Vidyaranyapura,1100.0,2.0,41.0,2
7010,Vidyaranyapura,1200.0,2.0,60.5,2
7011,Vidyaranyapura,1200.0,2.0,42.0,2
7012,Vijayanagar,1704.0,3.0,110.0,3
7013,Vijayanagar,1933.0,3.0,129.0,3
7015,Vijayanagar,1450.0,3.0,100.0,3
7016,Vijayanagar,1580.0,2.0,134.0,3
7017,Vijayanagar,1826.0,3.0,121.0,3
7018,Vijayanagar,1739.0,3.0,116.0,3
7019,Vijayanagar,1490.0,3.0,100.0,3
7020,Vijayanagar,1180.0,2.0,65.0,2
7021,Vijayanagar,606.0,1.0,34.78,1
7022,Vijayanagar,1352.0,2.0,68.0,2
7023,Vijayanagar,1527.0,3.0,115.0,3
7024,Vijayanagar,989.0,2.0,60.0,2
7025,Vijayanagar,1520.0,2.0,103.0,3
7026,Vijayanagar,1749.0,3.0,117.0,3
7027,Vijayanagar,1046.0,2.0,75.0,2
7028,Vijayanagar,606.0,1.0,40.0,1
7029,Vijayanagar,1200.0,2.0,62.0,2
7032,Vijayanagar,1760.0,3.0,140.0,3
7033,Vijayanagar,2047.0,3.0,136.0,3
7034,Vijayanagar,1200.0,2.0,75.0,3
7035,Vijayanagar,1178.0,2.0,82.0,2
7036,Vijayanagar,864.0,2.0,45.0,2
7037,Vijayanagar,2100.0,6.0,252.0,4
7038,Vijayanagar,920.0,2.0,60.0,2
7039,Vijayanagar,1019.0,2.0,58.0,2
7040,Vijayanagar,2400.0,6.0,125.0,5
7041,Vijayanagar,1180.0,2.0,86.0,2
7042,Vijayanagar,1046.0,2.0,49.06,2
7043,Vijayanagar,2400.0,2.0,230.0,1
7044,Vijayanagar,492.0,1.0,40.0,1
7046,Vishveshwarya Layout,750.0,1.0,30.0,1
7047,Vishveshwarya Layout,2000.0,4.0,75.0,4
7048,Vishveshwarya Layout,2100.0,6.0,92.0,6
7049,Vishveshwarya Layout,2000.0,3.0,90.0,4
7050,Vishwapriya Layout,820.0,2.0,30.0,2
7051,Vishwapriya Layout,770.0,2.0,30.0,2
7052,Vishwapriya Layout,910.0,2.0,36.0,2
7053,Vishwapriya Layout,890.0,2.0,37.0,2
7054,Vittasandra,1404.0,2.0,71.0,2
7055,Vittasandra,1246.0,2.0,67.0,2
7056,Vittasandra,1404.0,2.0,69.3,2
7057,Vittasandra,1246.0,2.0,67.3,2
7058,Vittasandra,1246.0,2.0,64.5,2
7059,Vittasandra,1246.0,2.0,64.5,2
7060,Vittasandra,1246.0,2.0,68.0,2
7062,Vittasandra,1238.0,2.0,67.0,2
7063,Vittasandra,1404.0,2.0,75.0,2
7064,Vittasandra,1246.0,2.0,65.0,2
7065,Vittasandra,1238.0,2.0,67.0,2
7066,Vittasandra,1246.0,2.0,67.4,2
7067,Vittasandra,1259.0,2.0,67.4,2
7068,Vittasandra,1404.0,2.0,68.8,2
7069,Vittasandra,1246.0,2.0,62.3,2
7070,Vittasandra,1246.0,2.0,63.0,2
7071,Vittasandra,1246.0,2.0,67.4,2
7072,Vittasandra,1246.0,2.0,65.4,2
7074,Vittasandra,1238.0,2.0,67.32,2
7075,Vittasandra,1246.0,2.0,67.4,2
7077,Vittasandra,1246.0,2.0,67.3,2
7078,Vittasandra,1404.0,2.0,70.0,2
7079,Vittasandra,1259.0,2.0,67.48,2
7080,Vittasandra,1404.0,2.0,75.0,2
7082,Vittasandra,1246.0,2.0,67.0,2
7085,Vittasandra,1404.0,2.0,72.0,2
7086,Vittasandra,1246.0,2.0,67.5,2
7087,Vittasandra,1246.0,2.0,67.5,2
7088,Vittasandra,1404.0,2.0,70.0,2
7089,Vittasandra,1246.0,2.0,65.0,2
7090,Vittasandra,1246.0,2.0,67.4,2
7094,Whitefield,1610.0,3.0,81.0,3
7095,Whitefield,1459.0,2.0,94.82,2
7102,Whitefield,1910.0,3.0,161.0,3
7103,Whitefield,3252.0,4.0,230.0,4
7104,Whitefield,11890.0,4.0,700.0,4
7108,Whitefield,1768.0,3.0,101.0,3
7110,Whitefield,4144.0,4.0,315.0,4
7111,Whitefield,4104.0,4.0,360.0,4
7112,Whitefield,1790.0,3.0,100.0,3
7113,Whitefield,1720.0,3.0,100.0,3
7115,Whitefield,1640.0,4.0,91.0,3
7118,Whitefield,2280.0,4.0,126.0,3
7122,Whitefield,1897.0,3.0,130.0,3
7123,Whitefield,2225.0,2.0,125.0,3
7126,Whitefield,2268.0,3.0,163.0,4
7129,Whitefield,2400.0,4.0,200.0,4
7131,Whitefield,1360.0,2.0,95.0,2
7133,Whitefield,1697.0,3.0,94.79,3
7134,Whitefield,5000.0,4.0,400.0,4
7135,Whitefield,3000.0,5.0,250.0,4
7136,Whitefield,1700.0,3.0,115.0,3
7139,Whitefield,2842.0,3.0,162.0,3
7143,Whitefield,1500.0,3.0,130.0,3
7146,Whitefield,1405.0,2.0,78.0,3
7147,Whitefield,2225.0,3.0,115.0,3
7148,Whitefield,1272.0,2.0,95.05,2
7155,Whitefield,1626.0,3.0,89.0,3
7156,Whitefield,1585.0,3.0,88.0,3
7158,Whitefield,1280.0,2.0,85.0,2
7159,Whitefield,1200.0,3.0,68.5,3
7160,Whitefield,4000.0,4.0,330.0,4
7161,Whitefield,1697.0,3.0,108.0,3
7163,Whitefield,3606.0,4.0,312.0,4
7165,Whitefield,950.0,1.0,50.0,1
7167,Whitefield,825.0,1.0,45.0,1
7170,Whitefield,1635.0,2.0,85.0,3
7171,Whitefield,1216.0,2.0,79.0,2
7176,Whitefield,920.0,2.0,63.0,2
7179,Whitefield,1118.0,2.0,75.0,2
7180,Whitefield,1800.0,3.0,110.0,3
7181,Whitefield,1562.0,3.0,103.0,3
7184,Whitefield,2321.0,4.0,128.0,3
7185,Whitefield,1320.0,2.0,95.0,2
7188,Whitefield,3010.0,3.0,200.0,3
7189,Whitefield,1346.0,2.0,96.17,2
7190,Whitefield,3850.0,5.0,316.0,3
7194,Whitefield,2500.0,4.0,155.0,4
7195,Whitefield,905.0,1.0,55.0,1
7197,Whitefield,2268.0,3.0,146.0,4
7200,Whitefield,3537.0,5.0,210.0,4
7202,Whitefield,1697.0,3.0,115.0,3
7206,Whitefield,3250.0,5.0,290.0,5
7211,Whitefield,3227.0,5.0,250.0,5
7212,Whitefield,1545.0,3.0,79.0,3
7215,Whitefield,3262.0,4.0,260.0,4
7217,Whitefield,1132.0,2.0,79.28,2
7220,Whitefield,2830.0,5.0,160.0,4
7223,Whitefield,3480.0,4.0,284.0,3
7225,Whitefield,3004.0,4.0,285.0,4
7229,Whitefield,750.0,2.0,52.7,2
7230,Whitefield,1200.0,3.0,61.96,3
7236,Whitefield,3445.0,5.0,270.0,4
7237,Whitefield,1700.0,3.0,140.0,3
7238,Whitefield,4827.0,4.0,400.0,4
7241,Whitefield,3252.0,4.0,280.0,4
7243,Whitefield,1150.0,2.0,90.0,2
7244,Whitefield,2400.0,4.0,147.0,4
7246,Whitefield,624.0,1.0,35.0,1
7249,Whitefield,1700.0,3.0,95.0,3
7250,Whitefield,4960.0,4.0,400.0,4
7251,Whitefield,2928.0,4.0,198.0,4
7253,Whitefield,2700.0,5.0,175.0,3
7254,Whitefield,1216.0,2.0,84.0,2
7255,Whitefield,2882.0,5.0,204.0,4
7256,Whitefield,1840.0,3.0,140.0,3
7257,Whitefield,1778.0,3.0,122.0,3
7259,Whitefield,650.0,1.0,25.0,1
7260,Whitefield,2155.0,3.0,125.0,4
7261,Whitefield,905.0,1.0,52.0,1
7266,Whitefield,1216.0,2.0,75.0,2
7268,Whitefield,1255.0,2.0,77.0,2
7273,Whitefield,1745.0,3.0,100.0,3
7274,Whitefield,3200.0,4.0,224.0,4
7276,Whitefield,825.0,1.0,44.9,1
7280,Whitefield,1870.0,3.0,138.0,3
7283,Whitefield,1862.0,3.0,125.0,3
7284,Whitefield,1655.0,3.0,113.0,3
7285,Whitefield,530.0,1.0,29.44,1
7287,Whitefield,905.0,1.0,50.0,1
7288,Whitefield,1600.0,3.0,82.0,3
7289,Whitefield,1230.0,4.0,80.0,4
7291,Whitefield,905.0,1.0,52.0,1
7295,Whitefield,1216.0,2.0,83.0,2
7301,Whitefield,1216.0,2.0,75.0,2
7302,Whitefield,4000.0,4.0,380.0,4
7311,Whitefield,750.0,1.0,51.0,1
7313,Whitefield,1173.0,2.0,77.0,2
7314,Whitefield,1200.0,3.0,68.4,3
7318,Whitefield,3425.0,5.0,250.0,4
7322,Whitefield,2173.0,3.0,128.0,3
7324,Whitefield,905.0,1.0,62.0,1
7325,Whitefield,1870.0,3.0,138.0,3
7326,Whitefield,1320.0,2.0,99.26,2
7327,Whitefield,2901.0,4.0,190.0,3
7328,Whitefield,1485.0,2.0,96.51,2
7329,Whitefield,1755.0,3.0,101.0,3
7331,Whitefield,2225.0,3.0,149.0,3
7332,Whitefield,1250.0,2.0,82.0,2
7333,Whitefield,605.0,1.0,40.0,1
7336,Whitefield,2210.0,3.0,156.0,3
7337,Whitefield,1173.0,2.0,78.2,2
7338,Whitefield,1740.0,4.0,130.0,3
7339,Whitefield,1216.0,2.0,75.0,2
7341,Whitefield,1655.0,3.0,120.0,3
7342,Whitefield,4003.0,6.0,300.0,4
7346,Whitefield,2023.0,4.0,130.0,3
7347,Whitefield,2134.0,4.0,118.0,3
7350,Whitefield,905.0,1.0,60.0,1
7356,Whitefield,1452.0,3.0,90.0,3
7357,Whitefield,2850.0,5.0,240.0,4
7360,Whitefield,2830.0,5.0,190.0,4
7362,Whitefield,840.0,1.0,57.6,1
7363,Whitefield,1991.0,3.0,104.0,3
7367,Whitefield,1655.0,3.0,97.0,3
7368,Whitefield,1850.0,3.0,150.0,3
7369,Whitefield,1200.0,3.0,67.77,3
7370,Whitefield,1290.0,2.0,90.0,2
7373,Whitefield,1216.0,2.0,75.0,2
7374,Whitefield,1356.0,2.0,94.84,2
7375,Whitefield,1338.0,2.0,103.0,2
7378,Whitefield,3450.0,4.0,208.0,3
7382,Whitefield,1267.0,2.0,90.33,2
7383,Whitefield,2400.0,4.0,143.0,4
7384,Whitefield,1836.0,3.0,125.0,3
7386,Whitefield,3596.0,3.0,200.0,3
7387,Whitefield,1275.0,2.0,65.0,3
7390,Whitefield,1216.0,2.0,82.0,2
7392,Whitefield,1564.0,3.0,103.0,3
7393,Whitefield,1585.0,3.0,84.0,3
7396,Whitefield,1558.0,3.0,90.0,3
7397,Whitefield,1216.0,2.0,75.0,2
7399,Whitefield,1704.0,3.0,120.0,3
7404,Whitefield,1570.0,3.0,88.0,3
7405,Whitefield,1216.0,2.0,84.03,2
7409,Whitefield,2025.0,4.0,115.0,3
7410,Whitefield,1346.0,2.0,100.0,3
7414,Whitefield,2990.0,3.0,198.0,4
7417,Whitefield,1720.0,3.0,98.97,3
7418,Whitefield,1600.0,3.0,95.0,3
7419,Whitefield,1655.0,3.0,108.0,3
7420,Whitefield,1740.0,3.0,95.0,3
7422,Whitefield,1350.0,2.0,88.0,2
7424,Whitefield,1216.0,2.0,80.0,2
7425,Whitefield,2900.0,4.0,225.0,4
7426,Whitefield,1340.0,2.0,101.0,2
7428,Whitefield,1500.0,3.0,78.57,3
7429,Whitefield,1626.0,3.0,85.0,3
7433,Whitefield,1270.0,2.0,65.0,3
7434,Whitefield,3117.0,3.0,261.0,3
7437,Whitefield,3150.0,3.0,290.0,3
7439,Whitefield,2956.0,5.0,234.0,4
7443,Whitefield,2247.0,3.0,145.0,3
7444,Whitefield,3940.0,5.0,265.0,4
7448,Whitefield,1180.0,2.0,77.0,2
7449,Whitefield,2140.0,3.0,139.0,3
7450,Whitefield,1314.0,2.0,84.0,2
7457,Whitefield,1431.0,3.0,85.0,3
7458,Whitefield,524.0,1.0,29.0,1
7459,Whitefield,2830.0,4.0,161.0,4
7460,Whitefield,2135.0,3.0,149.0,4
7462,Whitefield,3075.0,2.0,188.0,4
7463,Whitefield,1760.0,3.0,160.0,3
7464,Whitefield,1655.0,3.0,110.0,3
7465,Whitefield,840.0,1.0,57.0,1
7466,Whitefield,1725.0,3.0,106.0,3
7469,Whitefield,516.0,1.0,39.0,1
7471,Whitefield,6000.0,4.0,410.0,4
7472,Whitefield,1639.0,3.0,107.0,3
7473,Whitefield,1820.0,3.0,113.0,3
7475,Whitefield,3565.0,4.0,218.0,4
7476,Whitefield,3410.0,5.0,253.0,4
7479,Whitefield,4500.0,4.0,330.0,4
7480,Whitefield,1250.0,2.0,85.0,2
7483,Whitefield,1820.0,3.0,140.0,3
7484,Whitefield,3453.0,4.0,247.0,4
7489,Whitefield,2280.0,4.0,125.0,3
7490,Whitefield,2882.0,5.0,200.0,4
7496,Whitefield,1270.0,2.0,94.0,2
7497,Whitefield,1220.0,2.0,89.0,2
7500,Whitefield,3758.0,3.0,300.0,3
7507,Whitefield,5400.0,5.0,475.0,4
7508,Whitefield,1396.0,3.0,74.0,3
7516,Whitefield,1615.0,3.0,96.9,3
7525,Whitefield,1216.0,2.0,75.0,2
7527,Whitefield,2321.0,4.0,157.0,3
7528,Whitefield,1224.0,2.0,75.0,2
7529,Whitefield,1655.0,3.0,113.0,3
7531,Whitefield,4144.0,5.0,331.0,5
7534,Whitefield,1200.0,3.0,67.75,3
7535,Whitefield,2444.0,4.0,145.0,4
7536,Whitefield,1270.0,2.0,110.0,2
7537,Whitefield,1660.0,3.0,110.0,3
7538,Whitefield,1270.0,2.0,105.0,2
7540,Whitefield,1173.0,2.0,78.2,2
7541,Whitefield,1362.0,2.0,85.0,2
7542,Whitefield,1457.0,2.0,105.0,3
7543,Whitefield,1720.0,3.0,128.0,3
7547,Whitefield,1564.0,3.0,103.0,3
7551,Whitefield,1639.0,3.0,107.0,3
7552,Whitefield,1760.0,3.0,139.0,3
7553,Whitefield,613.0,1.0,48.0,1
7554,Whitefield,1730.0,3.0,125.0,3
7556,Whitefield,877.0,1.0,59.0,1
7559,Yelachenahalli,1464.0,2.0,105.0,3
7560,Yelachenahalli,2400.0,1.0,150.0,2
7561,Yelachenahalli,1700.0,3.0,130.0,3
7562,Yelachenahalli,1080.0,2.0,55.0,2
7563,Yelachenahalli,1400.0,2.0,78.0,2
7564,Yelachenahalli,1330.0,3.0,73.5,3
7565,Yelachenahalli,800.0,1.0,30.0,2
7566,Yelachenahalli,1100.0,2.0,60.0,2
7567,Yelachenahalli,1365.0,2.0,72.0,3
7568,Yelachenahalli,1103.0,2.0,55.0,2
7569,Yelachenahalli,1000.0,2.0,50.0,2
7571,Yelahanka,1326.0,2.0,78.0,2
7577,Yelahanka,1705.0,3.0,95.0,3
7578,Yelahanka,1234.0,2.0,80.0,2
7579,Yelahanka,1315.0,2.0,85.0,2
7580,Yelahanka,1170.0,2.0,62.5,2
7581,Yelahanka,697.0,1.0,45.0,1
7583,Yelahanka,2195.0,4.0,127.0,3
7585,Yelahanka,1614.0,3.0,95.0,3
7587,Yelahanka,628.0,1.0,24.0,1
7590,Yelahanka,654.0,1.0,38.4,1
7597,Yelahanka,1825.0,3.0,105.0,3
7598,Yelahanka,1603.0,3.0,96.0,3
7599,Yelahanka,1304.0,2.0,79.0,2
7605,Yelahanka,1517.0,3.0,76.3,3
7608,Yelahanka,1327.0,2.0,85.0,2
7611,Yelahanka,1566.0,3.0,97.0,3
7613,Yelahanka,1270.0,2.0,78.0,2
7614,Yelahanka,1400.0,2.0,80.54,3
7616,Yelahanka,1322.0,2.0,86.0,2
7617,Yelahanka,1100.0,2.0,70.0,2
7618,Yelahanka,1200.0,2.0,70.0,2
7621,Yelahanka,2675.0,4.0,140.0,4
7623,Yelahanka,654.0,1.0,37.0,1
7624,Yelahanka,1465.0,3.0,80.01,3
7633,Yelahanka,2145.0,3.0,125.0,3
7635,Yelahanka,1322.0,2.0,75.0,2
7637,Yelahanka,602.0,1.0,26.0,1
7638,Yelahanka,1100.0,2.0,60.0,2
7639,Yelahanka,1614.0,2.0,100.0,3
7640,Yelahanka,1890.0,3.0,108.0,3
7641,Yelahanka,1556.0,3.0,86.0,3
7642,Yelahanka,1610.0,4.0,85.0,3
7648,Yelahanka,1859.0,3.0,108.0,3
7650,Yelahanka,1322.0,2.0,80.0,2
7653,Yelahanka,2600.0,4.0,175.0,4
7654,Yelahanka,1305.0,2.0,78.0,2
7656,Yelahanka,1711.0,3.0,85.61,3
7657,Yelahanka,1315.0,2.0,75.0,2
7658,Yelahanka,3600.0,6.0,200.0,6
7660,Yelahanka,1614.0,3.0,95.0,3
7661,Yelahanka,1650.0,3.0,105.0,3
7666,Yelahanka,3990.0,4.0,260.0,4
7667,Yelahanka,1620.0,3.0,90.0,3
7668,Yelahanka,654.0,1.0,36.25,1
7669,Yelahanka,1614.0,3.0,93.0,3
7670,Yelahanka,694.0,1.0,30.84,1
7671,Yelahanka,1115.0,2.0,60.0,2
7672,Yelahanka,2317.0,4.0,140.0,3
7673,Yelahanka,1653.0,3.0,93.0,3
7674,Yelahanka,654.0,1.0,38.0,1
7676,Yelahanka,1445.0,2.0,82.0,2
7678,Yelahanka,602.0,1.0,38.0,1
7679,Yelahanka,697.0,1.0,35.0,1
7681,Yelahanka,682.0,1.0,36.23,1
7683,Yelahanka,1560.0,2.0,98.0,3
7684,Yelahanka,1780.0,3.0,107.0,3
7685,Yelahanka,1342.0,2.0,75.0,3
7686,Yelahanka,1823.0,3.0,103.0,3
7687,Yelahanka,1792.0,3.0,104.0,3
7688,Yelahanka,1304.0,2.0,69.97,2
7691,Yelahanka,1300.0,2.0,69.23,2
7692,Yelahanka,1705.0,3.0,91.0,3
7694,Yelahanka,1835.0,3.0,108.0,3
7695,Yelahanka,1847.0,3.0,92.0,3
7697,Yelahanka,1890.0,3.0,109.0,3
7698,Yelahanka,700.0,1.0,38.0,1
7699,Yelahanka,1491.0,3.0,85.0,3
7700,Yelahanka,2088.0,5.0,110.0,4
7703,Yelahanka,3019.0,6.0,190.0,4
7705,Yelahanka,1600.0,3.0,100.0,3
7709,Yelahanka,1705.0,3.0,85.0,3
7710,Yelahanka,1350.0,2.0,85.0,3
7711,Yelahanka,1633.0,3.0,110.0,3
7712,Yelahanka,1355.0,2.0,75.0,3
7717,Yelahanka,1175.0,2.0,67.77,2
7718,Yelahanka,1322.0,2.0,77.9,2
7719,Yelahanka,602.0,1.0,33.0,1
7720,Yelahanka,1315.0,2.0,77.0,2
7723,Yelahanka,567.0,1.0,25.0,1
7725,Yelahanka,602.0,2.0,30.0,1
7727,Yelahanka,1234.0,2.0,80.0,2
7730,Yelahanka,1267.0,3.0,78.0,2
7731,Yelahanka,1360.0,2.0,78.19,2
7733,Yelahanka New Town,650.0,1.0,33.0,1
7734,Yelahanka New Town,500.0,1.0,20.0,1
7735,Yelahanka New Town,440.0,1.0,16.5,1
7736,Yelahanka New Town,1610.0,3.0,92.0,3
7737,Yelahanka New Town,1700.0,3.0,90.0,3
7738,Yelahanka New Town,650.0,1.0,20.0,1
7739,Yelahanka New Town,350.0,1.0,13.5,1
7741,Yelahanka New Town,1385.0,2.0,65.0,2
7742,Yelahanka New Town,500.0,2.0,24.0,1
7743,Yelahanka New Town,650.0,1.0,17.0,1
7744,Yelahanka New Town,450.0,1.0,16.0,1
7746,Yelahanka New Town,960.0,2.0,50.0,2
7748,Yelahanka New Town,1209.0,2.0,65.0,3
7749,Yelahanka New Town,1400.0,2.0,80.0,3
7750,Yelahanka New Town,450.0,1.0,15.0,1
7751,Yelahanka New Town,500.0,1.0,18.0,1
7752,Yelahanka New Town,1420.0,2.0,75.0,3
7754,Yelahanka New Town,2200.0,2.0,180.0,2
7755,Yelahanka New Town,488.0,1.0,20.0,1
7756,Yelahanka New Town,1100.0,2.0,58.0,2
7759,Yelahanka New Town,1000.0,2.0,44.0,2
7760,Yelahanka New Town,650.0,1.0,18.0,1
7762,Yelahanka New Town,1740.0,3.0,150.0,3
7763,Yelahanka New Town,1290.0,2.0,70.0,2
7765,Yelenahalli,1240.0,2.0,47.12,2
7766,Yelenahalli,1200.0,2.0,46.17,2
7768,Yelenahalli,1260.0,2.0,47.88,2
7770,Yelenahalli,1175.0,2.0,50.0,2
7771,Yelenahalli,1650.0,3.0,68.0,3
7772,Yelenahalli,1200.0,2.0,45.6,2
7773,Yelenahalli,1200.0,2.0,46.17,2
7774,Yelenahalli,1160.0,2.0,44.08,2
